"","V1","V2"
"1",-2.18983672349111,11.2770705785036
"2",-3.24634360850172,-4.72480750588079
"3",-0.880713543837373,4.24473479008918
"4",-12.7039012966397,0.474803578669366
"5",-2.39023072975499,17.6913494856423
"6",-0.741812627605668,-10.956879649412
"7",-2.8417632528147,-30.8084418415127
"8",0.453221366955972,-3.06191445676404
"9",-23.2976285832275,-23.1942527016554
"10",-30.6793912952029,-24.9585866784075
"11",-0.772094210718478,0.173098012000537
"12",0.409609642419014,-0.10123096923985
"13",-0.389538249112434,0.625150933898965
"14",-0.651760983587167,2.2175303850438
"15",-2.67056054674885,3.2012196778058
"16",-0.250942692793728,-4.93608150814805
"17",-3.77112047836232,-5.90047818152749
"18",-0.0129613280981857,-0.135387086338483
"19",-0.979797658130792,5.80246674488899
"20",1.0397301578646,-0.108804767288177
"21",-1.16200998799059,-0.168215207108005
"22",0.6274854760062,-0.805345803760702
"23",-4.17465458555512,-9.76911360652298
"24",-1.1953718136142,-1.5867994674465
"25",-53.633834992097,-51.6025858757026
"26",-3.70231836446681,5.51272146210613
"27",-14.0457413343507,-4.9612174473115
"28",-1.28373150522975,-0.998585975108085
"29",-1.29387444595977,-4.1407035516055
"30",-1.30413983104131,-3.76903947017672
"31",0.0991433596184379,-0.876758249249633
"32",-25.3863132012161,-24.0774466705575
"33",-44.5645641417517,-48.2574030242198
"34",-1.33695929572252,-0.413951312858899
"35",-1.13278649929299,2.38076690908287
"36",-0.808717809402083,-0.650326981014359
"37",0.569460914050325,-1.16979867877993
"38",0.638244790553927,-0.0795044106371279
"39",0.0119120780223056,-11.9199173205768
"40",-0.0340507042607214,5.3501419504837
"41",-0.228417325911835,-0.983032613706541
"42",0.984511175499847,0.860963749933035
"43",0.914167116871397,0.171725040305944
"44",-0.0124825075550916,-1.20888464709316
"45",-31.515159575282,-30.3688426404673
"46",0.770371067699728,-1.23819938556767
"47",-0.320594695110969,-6.82732223054626
"48",-3.79700008187984,-0.85255834605249
"49",-3.89273145450159,-5.37122986967421
"50",-13.3132826788043,-41.0453660224125
"51",-6.67096004992203,-11.5406846269015
"52",-0.581665188650277,-7.09636209977293
"53",-1.50352183293535,-3.77073586451172
"54",-2.47668373739668,4.6164783354613
"55",-0.255702169266328,0.353273167460543
"56",0.593882844817813,0.0318470278951963
"57",-0.438607704528295,3.39403385409548
"58",-3.38446822713252,7.80282154392739
"59",-6.33446016887501,-8.08452275184072
